car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
economy,petrol,5.36,2014,62612,u-2592615u,Kia Rio X-line,engine_ignition,2014,60.25362316064204
business,petrol,2.94,2013,42963,U15973213W,Fiat 500,gear_stick,2021,43.24940701188604
standart,petrol,5.08,2011,522,a-1555492o,Renault Sandero,break_bug,2019,23.637672851376358
standart,petrol,3.3,2013,39450,Y11021530E,Renault Kaptur,gear_stick,2017,36.162310174493854
economy,petrol,6.56,2015,86833,w-1503651B,VW Polo VI,electro_bug,2017,30.03688052508391
economy,petrol,2.22,2017,122077,T17948597q,Skoda Rapid,engine_check,2021,46.15469397993128
business,petrol,4.86,2015,87899,r-6945448j,BMW 320i,another_bug,2017,73.94768935990683
economy,petrol,3.76,2016,105647,Z11816007p,VW Tiguan,engine_ignition,2019,65.71290247341817
economy,petrol,4.06,2015,80550,K-1596430s,Hyundai Solaris,engine_check,2018,47.3454070197662
economy,petrol,2.42,2015,87145,x13838636N,VW Tiguan,engine_check,2020,48.21494467126014
economy,petrol,4.56,2011,2416,t-1367911e,VW Polo VI,break_bug,2016,43.463254928918985
economy,petrol,3.42,2012,23334,t70806905i,Kia Rio X,engine_check,2020,59.93200721560962
standart,petrol,1.8,2013,53642,v56255169f,Renault Kaptur,electro_bug,2019,32.88842279656707
standart,petrol,4.56,2015,82271,B-4259316m,Kia Sportage,electro_bug,2017,33.1640551529582
economy,petrol,6.54,2013,39439,v-7924266I,Smart ForTwo,engine_overheat,2019,27.715497587666455
business,electro,3.9,2015,87560,L12695976N,MINI CooperSE,engine_check,2016,64.3726113188522
economy,petrol,4.46,2013,37914,Q-8927952V,Hyundai Solaris,engine_fuel,2016,43.43116796500586
economy,petrol,5.7,2017,129835,q-8187613B,Skoda Rapid,engine_overheat,2015,45.64321208537579
standart,petrol,3.98,2013,38140,b-1699417D,Nissan Qashqai,gear_stick,2016,38.73804736050107
standart,petrol,3.86,2013,44899,e16015891b,Kia Sportage,engine_fuel,2016,39.533137742658155
premium,petrol,5.02,2017,135699,l-1528999M,Audi A4,electro_bug,2022,36.97351526153468
economy,petrol,4.46,2012,19943,i-1075099j,VW Polo VI,engine_ignition,2016,72.70805855344378
economy,petrol,4.66,2013,41943,x-5000537P,Kia Rio X,electro_bug,2021,32.54562285237483
economy,petrol,5.06,2015,91644,g-1203735u,Skoda Rapid,engine_ignition,2018,53.26701945483961
economy,petrol,3.26,2014,60331,D-7880387d,Kia Rio X-line,electro_bug,2022,32.06825455878668
economy,petrol,4.04,2016,108390,N68342352J,VW Tiguan,engine_check,2018,52.23214594937639
economy,petrol,1.98,2015,75858,t19684834s,Smart ForTwo,another_bug,2017,87.56663731955994
economy,petrol,3.98,2011,804,H31712627R,VW Polo,engine_check,2017,47.78327695917202
standart,petrol,4.88,2012,24874,f-7760435s,Renault Kaptur,engine_overheat,2016,39.043963488372874
economy,petrol,5.72,2016,91399,a-1602414F,Smart ForTwo,wheel_shake,2017,32.406274594243435
economy,petrol,4.58,2013,39233,P28960538x,Kia Rio,gear_stick,2016,36.03711823104243
economy,petrol,4.9,2015,84435,y-4993026F,Kia Rio X,gear_stick,2020,30.043853588292137
premium,petrol,4.5,2013,54681,a15377311f,Audi Q3,another_bug,2022,82.51551567100572
economy,petrol,5.86,2014,68240,U-1696081V,Kia Rio X,wheel_shake,2015,46.43743193908625
standart,petrol,2.48,2012,24961,k70721764Z,Nissan Qashqai,engine_check,2015,58.77117376129783
economy,petrol,4.12,2016,113222,P35164993z,Smart ForTwo,another_bug,2022,72.78159488854806
economy,petrol,4.64,2011,2684,v-1084231t,Kia Rio X-line,engine_fuel,2020,31.072777136532274
business,petrol,3.32,2013,40294,P62164543W,Mercedes-Benz E200,break_bug,2015,27.75715709307615
economy,petrol,4.78,2014,59239,V-1603027E,Skoda Rapid,another_bug,2017,100.71382684683552
economy,petrol,5.4,2014,61456,r-3939023a,Smart Coupe,wheel_shake,2022,31.05316649464825
economy,petrol,3.7,2015,83258,s19224549D,Smart ForFour,engine_check,2018,46.2642575749684
economy,petrol,2.8,2012,26819,w20823113G,Kia Rio,break_bug,2015,34.893601278552744
business,electro,4.7,2012,28544,l-1349820J,MINI CooperSE,another_bug,2021,98.87810518407838
business,petrol,4.12,2014,59486,D-1008484E,Fiat 500,electro_bug,2020,33.230148712238545
economy,petrol,3.16,2012,19999,R-2948274o,VW Polo,break_bug,2016,30.174561640431968
standart,petrol,3.34,2015,94932,t16782318O,Renault Sandero,engine_overheat,2015,33.43770613025393
economy,petrol,4.64,2013,42329,Q-2192864t,VW Tiguan,electro_bug,2019,27.399466599929934
economy,petrol,4.28,2015,87453,Y-1457465R,VW Polo,electro_bug,2015,45.63522485676466
standart,petrol,5.2,2012,20310,v-2144197C,Kia Sportage,engine_check,2016,56.29355046541113
economy,petrol,3.66,2014,64041,m97152459x,Smart ForFour,engine_overheat,2016,41.51909105895224
economy,petrol,3.08,2015,72087,n79502261g,Smart Coupe,another_bug,2021,73.54161034285838
economy,petrol,4.58,2016,94328,I-1934004o,Smart ForTwo,engine_fuel,2021,33.65230743394027
economy,petrol,4.56,2014,66583,w-8712305w,Smart ForTwo,another_bug,2018,115.23974991451057
standart,petrol,3.96,2013,41494,t19569988O,Renault Sandero,engine_check,2021,58.23279206728087
standart,petrol,5.38,2015,87109,w-6743502g,Renault Kaptur,engine_check,2022,60.830437958372315
standart,petrol,4.42,2013,40668,e17224457A,Renault Kaptur,electro_bug,2020,36.3297628085105
economy,petrol,3.06,2011,4872,N25093826z,VW Polo VI,engine_ignition,2020,63.00502789020983
standart,petrol,3.48,2013,42492,k53344668C,Renault Sandero,gear_stick,2015,35.39175292364017
standart,petrol,5.18,2015,73900,x-2014093y,Nissan Qashqai,electro_bug,2020,37.477132736165586
economy,petrol,4.9,2015,96146,d-4591998F,Smart Coupe,break_bug,2015,41.52021930178158
standart,petrol,3.48,2014,64957,c18837598f,Nissan Qashqai,gear_stick,2020,47.86911156897983
standart,petrol,3.86,2011,5825,o55235221X,Renault Kaptur,electro_bug,2018,31.91069282897921
economy,petrol,4.1,2015,83934,r-2090723O,Smart Coupe,break_bug,2019,31.49892782203306
business,petrol,3.86,2015,74019,U-1191921E,Fiat 500,engine_ignition,2018,60.563538181901386
economy,petrol,4.58,2015,81306,r-1970023T,VW Polo VI,wheel_shake,2021,28.696969489373494
economy,petrol,4.62,2014,65210,S-1674892M,Hyundai Solaris,electro_bug,2016,25.838456972630524
business,petrol,4.76,2012,28258,G-2162452R,Fiat 500,gear_stick,2018,46.58613166012655
economy,petrol,4.08,2012,22630,A80378730d,Kia Rio X,wheel_shake,2021,36.030726982590586
standart,petrol,6.48,2014,55236,u-1819284w,Renault Sandero,another_bug,2017,64.78620902407204
economy,petrol,6.5,2015,71430,v-1209318r,Kia Rio X-line,engine_fuel,2022,41.04084699345124
economy,petrol,4.44,2012,26882,x83440968Q,VW Polo,engine_overheat,2021,33.846857917480186
economy,petrol,4.48,2014,62289,p-3416801F,VW Tiguan,engine_overheat,2020,44.47752564622535
economy,petrol,6.46,2015,86354,a-2129214S,VW Polo VI,engine_fuel,2016,39.61194867565333
economy,petrol,3.24,2016,115460,g11810192a,VW Tiguan,engine_check,2021,66.96528500328631
economy,petrol,4.86,2012,27025,b46831044u,Hyundai Solaris,engine_fuel,2018,20.89286448561749
economy,petrol,4.18,2014,65540,O16337155M,Kia Rio X,engine_check,2017,46.38396364175163
economy,petrol,4.66,2012,18156,y22428950Y,VW Polo,gear_stick,2014,25.4246466267497
standart,petrol,3.94,2015,82684,v20100933V,Kia Sportage,engine_overheat,2016,36.826322690621204
economy,petrol,4.1,2016,104548,o-1780770o,Smart Coupe,engine_fuel,2020,40.460732771815984
premium,petrol,4.06,2016,97009,d12165520i,Audi Q3,electro_bug,2019,43.54789470253781
economy,petrol,4.6,2014,61293,O-1008421H,VW Polo,engine_check,2017,44.395642929392
economy,petrol,4.94,2014,66586,l-2243901f,Smart Coupe,engine_check,2015,56.842525980312246
economy,petrol,3.88,2015,91037,a33313854t,Kia Rio X,gear_stick,2021,29.565057533954437
economy,petrol,3.28,2014,69590,M45840955U,Smart ForTwo,wheel_shake,2020,31.109652198711263
standart,petrol,3.42,2013,44337,q22701640I,Nissan Qashqai,engine_ignition,2017,65.16114367671682
economy,petrol,4.24,2013,46034,J-2186173q,Hyundai Solaris,engine_ignition,2017,58.96264094472601
economy,petrol,4.78,2013,45777,T-9875021z,VW Tiguan,another_bug,2019,65.57957492712498
economy,petrol,3.0,2014,69044,B16049866X,Kia Rio,engine_fuel,2021,25.869589361039246
economy,petrol,4.0,2016,109882,i19613288g,Smart ForFour,engine_check,2020,54.339211127867486
economy,petrol,3.92,2015,87870,P52156891U,Kia Rio X,engine_overheat,2020,30.64985473606618
economy,petrol,5.14,2015,82560,q-1768505B,Kia Rio,engine_check,2019,43.642382587564825
economy,petrol,2.82,2017,106380,m16922194d,Smart ForFour,gear_stick,2020,29.076262114204773
standart,petrol,5.98,2013,44214,D-1867285e,Renault Kaptur,engine_fuel,2014,35.86022912454555
standart,petrol,4.6,2014,64478,l-2092770w,Nissan Qashqai,engine_fuel,2019,46.20001696275211
economy,petrol,4.2,2016,108607,t-1587546h,Smart ForFour,engine_fuel,2019,44.38067932345532
economy,petrol,2.28,2013,43122,Z15287780R,Smart ForFour,engine_check,2016,59.83904989066702
economy,petrol,4.3,2014,70793,d86346817o,Smart ForFour,engine_overheat,2016,30.345856239685858
premium,petrol,4.32,2014,58160,O18471034K,Audi A4,engine_ignition,2022,66.37121950808205
economy,petrol,5.06,2015,96347,l79825102V,Smart Coupe,wheel_shake,2021,34.564951619159906
economy,petrol,4.18,2013,41946,p20324322c,Smart Coupe,engine_overheat,2014,31.568364823380893
economy,petrol,6.74,2016,98683,p-8776685b,Smart ForTwo,engine_check,2020,48.088650210239756
economy,petrol,4.22,2017,111052,A12568692Y,Smart Coupe,wheel_shake,2018,46.79608647637431
standart,petrol,4.66,2011,8846,C-1658821I,Kia Sportage,another_bug,2014,78.32136846370506
economy,petrol,3.36,2014,61965,G62487539y,Hyundai Solaris,gear_stick,2020,28.587928986269425
standart,petrol,3.28,2015,84202,y-7520188c,Kia Sportage,engine_check,2015,51.570174491320614
economy,petrol,4.3,2017,129275,U-3855489z,VW Tiguan,engine_fuel,2022,44.09029029411487
economy,petrol,4.86,2015,76346,n-2084367B,VW Polo,engine_fuel,2018,31.046979978805357
economy,petrol,2.06,2012,22605,j47796305l,Kia Rio,break_bug,2019,29.76783694563678
economy,petrol,4.34,2013,46941,z19301567i,VW Tiguan,engine_overheat,2022,52.19894980633678
standart,petrol,4.48,2013,36590,H-4823323i,Renault Sandero,break_bug,2014,36.18962715499153
economy,petrol,4.6,2017,121135,S-6466908z,VW Tiguan,engine_overheat,2021,61.355397454957846
standart,petrol,4.92,2012,25069,Z-2472770a,Renault Sandero,gear_stick,2020,39.86124047100168
economy,petrol,4.1,2013,37593,B72054123K,Kia Rio X-line,electro_bug,2021,40.599388147273324
economy,petrol,3.1,2013,44609,n31353865P,Kia Rio X-line,engine_fuel,2016,24.911418100470016
standart,petrol,2.42,2013,40370,P63973841b,Nissan Qashqai,break_bug,2019,30.696809909063866
economy,petrol,3.12,2014,63750,u95341442h,Kia Rio,break_bug,2014,33.74801626641777
standart,petrol,5.06,2013,43103,z-5617263I,Nissan Qashqai,engine_ignition,2021,57.18267066439445
economy,petrol,3.84,2017,125443,s-1440522g,Smart ForTwo,electro_bug,2021,28.15078293853381
economy,petrol,5.62,2015,86871,i-1314717a,VW Polo,engine_check,2020,46.09246145459825
economy,petrol,3.8,2014,62893,g88708259n,VW Polo VI,electro_bug,2016,30.672424859973294
economy,petrol,5.26,2015,77755,w-1350890O,Smart Coupe,engine_check,2015,47.19700445457205
economy,petrol,4.8,2015,79159,b-1785569X,Kia Rio X,gear_stick,2021,30.51599570298769
premium,petrol,4.26,2017,109507,M10208049m,Audi A4,engine_overheat,2019,63.81788991857149
economy,petrol,4.08,2015,78955,p10312031l,VW Polo VI,wheel_shake,2019,26.732141622400174
standart,petrol,4.2,2015,84982,j15820254t,Kia Sportage,engine_fuel,2014,34.69892153678813
economy,petrol,3.94,2015,75852,b11219834D,VW Polo,engine_check,2016,54.69400722352102
economy,petrol,4.54,2013,36421,N17581389s,VW Polo,another_bug,2016,67.78679494504058
standart,petrol,4.28,2012,20197,Z-6866329f,Kia Sportage,engine_fuel,2016,32.858835213335325
standart,petrol,4.06,2015,82174,a15357539b,Kia Sportage,engine_fuel,2019,29.118719949668662
economy,petrol,2.04,2012,27291,g27845738D,Kia Rio X-line,wheel_shake,2019,51.83939444066849
economy,petrol,7.7,2015,86990,y-1168665M,VW Polo VI,break_bug,2019,39.76021749205532
standart,petrol,4.6,2013,42786,a-2277951A,Kia Sportage,engine_fuel,2021,31.29359589657641
standart,petrol,5.02,2014,55586,X-1688379x,Renault Sandero,engine_overheat,2016,37.7760367565532
standart,petrol,4.48,2011,1285,b-8541663W,Renault Sandero,engine_ignition,2014,60.455144940154824
economy,petrol,4.1,2015,75805,Z73577393A,VW Polo,another_bug,2016,96.3874088304458
economy,petrol,8.9,2016,108915,c-1328664u,Smart ForFour,break_bug,2018,32.869890436316766
economy,petrol,4.92,2015,84509,q-1501864D,VW Polo,gear_stick,2016,31.579021475875223
standart,petrol,5.78,2012,22604,P-2028474q,Renault Kaptur,engine_overheat,2015,34.64946332777399
standart,petrol,4.78,2015,79219,r-1140095D,Nissan Qashqai,engine_overheat,2021,53.88637384485707
economy,petrol,5.24,2014,65715,b-1943502r,Smart ForTwo,break_bug,2015,35.98569559081579
economy,petrol,3.8,2014,67882,X13904036v,Hyundai Solaris,engine_check,2019,62.80933779528945
economy,petrol,2.58,2014,62465,p22201009c,Skoda Rapid,another_bug,2017,89.7413190791622
economy,petrol,3.82,2015,76340,b-1731846p,Smart ForFour,engine_overheat,2016,46.662650294322866
economy,petrol,2.32,2013,42076,k17692433t,VW Polo,break_bug,2018,26.43946572040696
economy,petrol,4.36,2013,44311,a-2924229p,Smart ForTwo,engine_fuel,2018,25.630894547944223
standart,petrol,4.46,2013,43670,I19994305a,Kia Sportage,engine_ignition,2021,64.48449999597185
standart,petrol,4.86,2012,21331,m-1232449r,Renault Kaptur,engine_overheat,2017,30.494449300986762
economy,petrol,3.6,2017,133793,R16189354h,Smart ForFour,engine_overheat,2020,34.11229289170271
standart,petrol,4.7,2015,81843,s73955878e,Nissan Qashqai,gear_stick,2020,23.747279492966122
economy,petrol,3.44,2015,85781,w21104807B,Kia Rio X,engine_ignition,2019,62.84579128882089
economy,petrol,5.12,2014,58403,Y-8714590s,Hyundai Solaris,electro_bug,2016,35.20487733238827
economy,petrol,5.0,2015,87354,n-6604555n,VW Polo VI,electro_bug,2018,29.208175905360207
standart,petrol,4.4,2012,21206,f61508634I,Renault Sandero,electro_bug,2014,40.039929820779896
economy,petrol,3.16,2013,44311,S56454866u,VW Polo VI,another_bug,2016,81.37556602669676
economy,petrol,3.18,2013,41277,B20112755F,Smart ForTwo,engine_ignition,2014,60.502769145634126
economy,petrol,4.18,2014,63696,u-2542978x,Smart ForFour,engine_fuel,2020,35.15544437294668
standart,petrol,4.94,2011,2347,r-1818598c,Kia Sportage,electro_bug,2022,35.7556154306162
economy,petrol,4.04,2016,101556,p36642359W,Smart ForTwo,wheel_shake,2020,40.03103634256755
economy,petrol,3.86,2013,37535,z22596029p,Smart Coupe,another_bug,2020,78.68252403958654
business,petrol,4.36,2012,22443,j13578702a,Mercedes-Benz E200,engine_fuel,2020,48.37117085797891
economy,petrol,2.9,2013,56221,b48529290x,VW Polo,break_bug,2014,43.27320380202338
economy,petrol,3.36,2017,118282,P91727327m,Smart ForFour,wheel_shake,2015,37.25194379199369
economy,petrol,3.1,2015,80882,J20066002Q,VW Tiguan,engine_ignition,2022,56.63072962969725
economy,petrol,3.36,2011,33,m41690051B,Kia Rio,electro_bug,2019,27.976248594264764
economy,petrol,4.24,2013,37333,P-2704218g,VW Polo,engine_check,2015,49.581194917441984
standart,petrol,4.96,2015,78692,C-1990447o,Renault Kaptur,engine_check,2020,55.547333208040975
economy,petrol,4.0,2015,78534,f17350995b,VW Polo VI,engine_ignition,2020,64.11923296416072
economy,petrol,5.7,2014,70360,l-1379405m,Kia Rio X-line,electro_bug,2014,32.53552793350623
economy,petrol,3.88,2014,55508,A13722291q,Skoda Rapid,engine_check,2015,56.26558649604461
economy,petrol,5.24,2013,47817,c-8926473m,Skoda Rapid,electro_bug,2021,32.983871681859775
economy,petrol,4.5,2013,47240,C-1517922h,VW Polo,engine_overheat,2018,32.03655130956638
standart,petrol,4.66,2011,10964,I-3302827r,Kia Sportage,gear_stick,2018,23.08676701210303
premium,petrol,4.8,2017,111541,t-2006618I,Audi A3,electro_bug,2021,43.74155859264728
economy,petrol,4.7,2014,66138,E-6273926P,Hyundai Solaris,wheel_shake,2020,26.575766534167574
economy,petrol,4.0,2015,77172,a10698807I,Hyundai Solaris,break_bug,2020,39.56269624874504
standart,petrol,2.48,2012,24398,A15941630F,Kia Sportage,engine_overheat,2019,50.89843479151364
economy,petrol,5.56,2015,80216,t-4403975D,Kia Rio X-line,another_bug,2016,94.9768638625955
economy,petrol,2.3,2015,77635,R14388702V,Kia Rio X-line,engine_check,2020,65.91415024205594
premium,electro,4.84,2013,41467,R-1161362E,Tesla Model 3,engine_ignition,2021,118.43703387370927
economy,petrol,4.5,2014,57823,E-1829228V,Skoda Rapid,engine_overheat,2014,33.80353261427973
economy,petrol,4.24,2015,74216,f-1106666p,VW Polo,engine_check,2019,47.9224577778623
economy,petrol,5.48,2014,65620,B-1345652W,VW Polo VI,break_bug,2018,40.07144883419269
economy,petrol,4.04,2016,99581,e-3819053E,Skoda Rapid,engine_check,2016,45.59386271294446
economy,petrol,5.48,2014,70225,j-9803131z,Skoda Rapid,electro_bug,2015,29.929641767838447
economy,petrol,4.6,2017,124372,V-2042242Z,Smart ForTwo,engine_check,2014,52.21450011464663
economy,petrol,6.44,2013,41238,Q-2229156F,Smart ForTwo,engine_check,2019,55.389604058927134
economy,petrol,5.72,2013,45196,P17330852B,VW Polo,gear_stick,2019,39.63104626168699
economy,petrol,4.56,2015,73722,H12470081t,Hyundai Solaris,engine_check,2017,61.86010479769959
economy,petrol,4.98,2012,28214,Y-2395041a,Kia Rio X-line,wheel_shake,2018,35.82731620979333
economy,petrol,5.2,2015,81957,m-6830168g,Kia Rio X,engine_check,2015,54.03457358647951
economy,petrol,4.28,2015,80189,n-1048550o,Skoda Rapid,engine_check,2020,47.723561701557394
economy,petrol,4.0,2013,46406,p-4620845q,Skoda Rapid,gear_stick,2016,27.73893709161111
economy,petrol,2.98,2016,101520,f11770501z,Skoda Rapid,break_bug,2017,32.63323123356712
standart,petrol,4.88,2015,70583,z-1908457z,Nissan Qashqai,another_bug,2019,101.41269207081199
economy,petrol,3.16,2015,85093,r11798594T,Hyundai Solaris,break_bug,2017,35.617669389581515
business,electro,4.38,2013,40181,O-7679980f,MINI CooperSE,engine_ignition,2021,82.56760498915733
economy,petrol,4.72,2012,27466,d-4958292z,Hyundai Solaris,wheel_shake,2019,28.313309118660822
standart,petrol,3.08,2013,41189,i24986996P,Nissan Qashqai,electro_bug,2017,35.89568723158068
economy,petrol,4.54,2013,38871,q96758261e,Smart ForFour,engine_check,2017,77.91050057928915
economy,petrol,4.78,2013,41726,n-1078109P,Kia Rio X-line,gear_stick,2020,34.197845353710825
economy,petrol,4.38,2017,128424,r15504196O,Smart Coupe,break_bug,2015,26.889225033525978
economy,petrol,3.74,2013,41900,g21697086z,Smart ForFour,break_bug,2016,28.52803350336452
economy,petrol,5.38,2015,79607,i-3020701S,VW Tiguan,engine_overheat,2018,47.35625100874773
economy,petrol,3.74,2016,100999,B51449710T,Skoda Rapid,engine_fuel,2022,28.133191093981498
standart,petrol,3.76,2012,31867,s-9164758n,Renault Kaptur,engine_overheat,2018,35.622684989930725
economy,petrol,4.9,2014,53778,R16339581p,Hyundai Solaris,another_bug,2016,73.15351708139038
standart,petrol,2.66,2013,43995,G17715538Y,Kia Sportage,break_bug,2022,44.877097054201904
economy,petrol,4.52,2015,79469,Z92202314D,VW Polo VI,engine_overheat,2014,28.92971441846642
economy,petrol,3.12,2015,88608,d85134463X,Kia Rio X,electro_bug,2017,35.87374220323177
economy,petrol,4.5,2015,77523,M-5383474I,Hyundai Solaris,engine_ignition,2020,53.3971404878433
economy,petrol,4.38,2014,64605,A10851146v,VW Polo,break_bug,2019,32.23534948082999
economy,petrol,3.58,2013,42125,u79799419P,Kia Rio X-line,engine_overheat,2021,26.914667231303866
economy,petrol,3.22,2014,55056,Z49218892E,VW Polo VI,gear_stick,2015,37.94552500359134
